"Data Cache ID of Fault"	"ID sent to MCS"	"Component Type"	"Fault Code"		"Instance"		"Fault Type"	"Updated by Module in Async/Sync"	"Suppress Fault"	"Fault Threshold Type"	"Fault Threshold Unit"	"Fault Threshold-One Value"	"Data Cache ID of Fault Threshold-One"	"Fault Threshold-Two Value"	"Data Cache ID of Fault Threshold-Two"	"Short Description of Fault"	"Additional Fault Information"	"Enabled in Software"	"Phase"	"Notes"	"MattC's review notes"	"More notes by matt"
"fault_01_00_00"	"01_00_00"	"TCOM"	0	"FINGER_TRIGGERING_SENSOR_TRANSITION_LOST"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"During the load , the long finger did not trigger the sensor ."	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_01_00"	"01_01_00"	"TCOM"	1	"LOST_TOTE_BEFORE_FIRST_SENSOR_LOAD"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"Tote Popped out fingers before tripping the load side edge sensor ."	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_02_00"	"01_02_00"	"TCOM"	2	"LOST_TOTE_BEFORE_SECOND_SENSOR_LOAD"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"Tote Popped out fingers before tripping the center tote sensor ."	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_03_00"	"01_03_00"	"TCOM"	3	"LOST_TOTE_BEFORE_FINAL_SENSOR_LOAD"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"Tote Popped out fingers before tripping the edge tote sensor"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_04_00"	"01_04_00"	"TCOM"	4	"TOTE_JAMMED_DURING_LOAD"	0	"Unique"	"Fatal"	"Sync"	FALSE				""		""	"Tote jammed during Load , unload will be performed before retrying"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_05_00"	"01_05_00"	"TCOM"	5	"LOAD_RETRY_TRIGGERED"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"Load retry state machine was triggered"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_06_00"	"01_06_00"	"TCOM"	6	"JOG_NEEDED_AFTER_CLEARING_TOTE"	0	"Unique"	"Fatal"	"Sync"	FALSE				""		""	"Tote is stuck and Fingers could not be moved to safe position.Manual jog needed"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_07_00"	"01_07_00"	"TCOM"	7	"TOTE_STUCK"	0	"Unique"	"Fatal"	"Sync"	FALSE				""			"Tote is stuck and Fingers could not be moved to safe position"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_08_00"	"01_08_00"	"TCOM"	8	"LOAD_RETRY_LIMIT_REACHED"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"MAX attempts allowed to load/unload tote reached ."	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_09_00"	"01_09_00"	"TCOM"	9	"FAILED_TO_CENTER_TOTE"	0	"Unique"	"Fatal"	"Sync"	FALSE				""		""	"FAILED to center a loaded Tote"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_0A_00"	"01_0A_00"	"TCOM"	10	"STALL_WARNING"	0	"Unique"	"Warning"	"Sync"	FALSE				""		""	"A stall was detected during unload operation"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
"fault_01_0B_00"	"01_0B_00"	"TCOM"	11	"LOST_TOTE_DURING_UNLOAD"	0	"Unique"	"Fatal"	"Sync"	FALSE				""		""	"Lost control of Tote during Operation. Human intervention needed"	"TOTE_SENSOR1 =bool, TOTE_SENSOR2 = bool ,TOTE_SENSOR3= bool , TOTE_ENC_DATA = double"	TRUE	"POC"
